product_name,price,image_url,web_url,gender,index_column,type,colors
Loose Fit Waffled Shorts,$ 29.99,"https://lp2.hm.com/hmgoepprod?set=source[/2b/0c/2b0c70acc5f934fa2bdda83caaf0785e3dba5773.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1221939001.html,male,194,Shorts,"{40,40,51}"
Derby Shoes,$ 56.99,"https://lp2.hm.com/hmgoepprod?set=source[/b9/ad/b9ad135d898a2b3b5cd6c286ea34601367e3eeed.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1214026002.html,male,195,Shoe,"{55,41,37}"
Regular Fit Short-sleeved Shirt,$ 14.99,"https://lp2.hm.com/hmgoepprod?set=source[/56/fe/56fec9bdfaed58d6b13fc44c519b3b443368d5d4.jpg],origin[dam],category[men_shirts_casual],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1112992016.html,male,196,Top,"{236,238,232}"
Regular Fit Joggers,$ 39.99,"https://lp2.hm.com/hmgoepprod?set=source[/f5/78/f578c2a4541e0f04b5ac6d922a6e2421ec8d25f8.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1209392001.html,male,197,Pants,"{33,32,42}"
Slim Fit Half-zip Scuba Polo Shirt,$ 54.99,"https://lp2.hm.com/hmgoepprod?set=source[/72/ed/72edc268f965e1dd26f234687729e1a5e00b9c15.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1201461002.html,male,198,Top,"{244,243,248}"
Loose Fit Poplin Shirt,$ 29.99,"https://lp2.hm.com/hmgoepprod?set=source[/91/5f/915f313b151e9f8ce1714f665bd39a58ea5b7134.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1198332002.html,male,199,Top,"{155,156,185}"
DryMove™ Mid-layer Jacket,$ 64.99,"https://lp2.hm.com/hmgoepprod?set=source[/aa/bd/aabdbb3d2f6357990d8475047e092c4d9af20b93.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1203174001.html,male,200,Outerwear,"{52,49,55}"
Loose Fit Printed Hoodie,$ 34.99,"https://lp2.hm.com/hmgoepprod?set=source[/1f/ea/1fea8d3e2e4ef3aa8a18e558bc6658f87cfcb929.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1019679069.html,male,201,Outerwear,"{103,63,55}"
Regular Fit Baseball Jacket,$ 44.99,"https://lp2.hm.com/hmgoepprod?set=source[/a9/f0/a9f01522912fa0c3e01dec995dff5add0213ee57.jpg],origin[dam],category[men_jacketscoats_bomberjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1200603002.html,male,202,Outerwear,"{237,237,235}"
Regular Fit Short-sleeved Shirt,$ 14.99,"https://lp2.hm.com/hmgoepprod?set=source[/41/3f/413ffb4095ec4269b0f23bc7cdd1c6fa00c06bae.jpg],origin[dam],category[men_shirts_casual],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1112992017.html,male,203,Top,"{175,150,129}"
DryMove™ Woven Sports Shorts with Pockets,$ 17.99,"https://lp2.hm.com/hmgoepprod?set=source[/b4/b9/b4b9a2aa68a4ad6b91a1137aca03891bc53f0569.jpg],origin[dam],category[men_shorts_sport],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1025404029.html,male,204,Shorts,"{98,84,65}"
DryMove™ Loose Fit Sports T-shirt,$ 20.99,"https://lp2.hm.com/hmgoepprod?set=source[/4b/65/4b651022c89071b9fab4e3080d426a894851ef2a.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1207888003.html,male,205,Top,"{52,50,63}"
Relaxed Fit Appliquéd Sweatshirt,$ 25.99,"https://lp2.hm.com/hmgoepprod?set=source[/68/88/688830c9384a298c25b4f09289de5fba13fba715.jpg],origin[dam],category[men_hoodiessweatshirts_sweatshirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1070927016.html,male,206,Top,"{224,199,167}"
Relaxed Fit Appliquéd Sweatshirt,$ 25.99,"https://lp2.hm.com/hmgoepprod?set=source[/bf/17/bf177558c372a130cea7f503f84975ebb4b588d6.jpg],origin[dam],category[men_hoodiessweatshirts_sweatshirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1070927015.html,male,207,Top,"{32,29,40}"
DryMove™ Loose Fit Sports T-shirt,$ 20.99,"https://lp2.hm.com/hmgoepprod?set=source[/d8/d6/d8d6ee67040052e446fcb6a262376eb0ab071c03.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1207888001.html,male,208,Top,"{28,24,26}"
Slim Fit Waffled Polo Shirt,$ 24.99,"https://lp2.hm.com/hmgoepprod?set=source[/1f/8f/1f8fdb1e79c04cee10aac14e5c7576f49c13ffb1.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1221938002.html,male,209,Top,"{240,240,237}"
DryMove™ Long-sleeved Sports Shirt,$ 19.99,"https://lp2.hm.com/hmgoepprod?set=source[/e9/a0/e9a02eb49e558f46d6c57dd7a9f17f010bca1dc8.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1207887002.html,male,210,Top,"{62,59,73}"
DryMove™ Sports Tank Top,$ 12.99,"https://lp2.hm.com/hmgoepprod?set=source[/4b/b7/4bb7077d56ec0b3fed724047bf2ee6b9c04ea736.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1198604011.html,male,211,Top,"{61,42,36}"
Loose Fit Poplin Shirt,$ 29.99,"https://lp2.hm.com/hmgoepprod?set=source[/67/9d/679d6ff254eaaab33d6567f42adeac8accf996c0.jpg],origin[dam],category[men_shirts_casual],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1198332001.html,male,212,Top,"{36,38,53}"
Sneakers,$ 56.99,"https://lp2.hm.com/hmgoepprod?set=source[/c7/20/c7205e49ca8310fadf7d598d21fca2ab0663cf4c.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1208749002.html,male,213,Shoe,"{50,49,51}"
Sneakers,$ 56.99,"https://lp2.hm.com/hmgoepprod?set=source[/df/3a/df3a9892e5000860194834abf45e155ccf6fabcb.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1204010001.html,male,214,Shoe,"{239,239,237}"
DryMove™ 2-in-1 Sports Shorts with 4-way Stretch,$ 39.99,"https://lp2.hm.com/hmgoepprod?set=source[/46/58/4658e8021bc4286c1ee7e9e570023161f298dc1d.jpg],origin[dam],category[sportswear_men_activity_training_shorts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1168458006.html,male,215,Shorts,"{65,46,40}"
DryMove™ Mid-layer Jacket,$ 64.99,"https://lp2.hm.com/hmgoepprod?set=source[/46/08/4608431c120d6195c38bd2c74118c6c6ce808acf.jpg],origin[dam],category[sportswear_men_activity_hiking_fleece],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1203174002.html,male,216,Outerwear,"{231,227,219}"
Cotton Cap with Embroidery,$ 12.99,"https://lp2.hm.com/hmgoepprod?set=source[/dc/47/dc475a8da14ddbddb704f86c8ecd2f7e9831a638.jpg],origin[dam],category[men_accessories_hatscaps_caps],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1048567025.html,male,217,Hat,"{51,51,50}"
DryMove™ Regular Fit Sports Hoodie,$ 34.99,"https://lp2.hm.com/hmgoepprod?set=source[/6b/e9/6be935fda2bfe6eda2b5061957ab8c5182d80011.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1198625001.html,male,218,Outerwear,"{28,28,29}"
ThermoMove™ Insulated Jacket,$ 74.99,"https://lp2.hm.com/hmgoepprod?set=source[/77/e2/77e25822cb7e11d006908457a756163a9510646e.jpg],origin[dam],category[sportswear_men_activity_hiking_jacketsvests],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1178411006.html,male,219,Jacket,"{53,53,58}"
Regular Fit Fleece-lined Vest,$ 49.99,"https://lp2.hm.com/hmgoepprod?set=source[/df/dc/dfdcfc2380e01f56274c7aa275b4cf476713b38e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1208301002.html,male,220,Outerwear,"{192,182,173}"
Loose Fit T-shirt,$ 24.99,"https://lp2.hm.com/hmgoepprod?set=source[/c0/b4/c0b40f1b8a2f60a613d76a204437ee5e7b1f6909.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1221937001.html,male,221,Top,"{41,39,42}"
Cotton Twill Cap,$ 8.99,"https://lp2.hm.com/hmgoepprod?set=source[/79/9d/799d7447d76ac1d0a706346fbef02c61f4f71230.jpg],origin[dam],category[men_accessories_hatscaps_caps],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0982708044.html,male,222,Hat,"{188,189,177}"
Loose Fit Poplin Shirt,$ 29.99,"https://lp2.hm.com/hmgoepprod?set=source[/b9/cd/b9cdf19ceded15f7f5134a97fc172559eaf1a37a.jpg],origin[dam],category[men_shirts_casual],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1198332006.html,male,223,Top,"{243,243,245}"
Loose Fit T-shirt,$ 12.99,"https://lp2.hm.com/hmgoepprod?set=source[/75/dd/75ddec69b40f9d4b9eca85620e01ee384ac69a1a.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1195571010.html,male,224,Top,"{19,63,48}"
Rectangular Sunglasses,$ 12.99,"https://lp2.hm.com/hmgoepprod?set=source[/2f/cd/2fcd852b202b228a5236d92a0bb5b756b08b2323.jpg],origin[dam],category[men_accessories_sunglasses],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1148016006.html,male,225,Sunglasses,"{242,238,235}"
Relaxed Fit Short-sleeved Shirt,$ 17.99,"https://lp2.hm.com/hmgoepprod?set=source[/09/f3/09f34860276c9967da6991b9af221002c650bb61.jpg],origin[dam],category[men_shirts_casual],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1028144027.html,male,226,Top,"{132,158,194}"
Appliquéd Cap,$ 16.99,"https://lp2.hm.com/hmgoepprod?set=source[/76/cb/76cb8e2a5752d986af9591868056f9fce602e3fe.jpg],origin[dam],category[men_accessories_hatscaps_caps],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781570035.html,male,227,Hat,"{56,40,34}"
DryMove™ Lightweight Running Shirt,$ 24.99,"https://lp2.hm.com/hmgoepprod?set=source[/78/d7/78d729d2bba8b9ff7d388910c40196378e1e95a8.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1209707002.html,male,228,Top,"{242,242,242}"
Sunglasses,$ 12.99,"https://lp2.hm.com/hmgoepprod?set=source[/c1/5e/c15e23388992886ffd8312465b693df72b72bc8f.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1221067001.html,male,229,Sunglasses,"{238,238,238}"
DryMove™ Double-layered Running Shorts,$ 49.99,"https://lp2.hm.com/hmgoepprod?set=source[/7e/01/7e01ccbb1634157b3b34dd0de48b55a0c178fa17.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1217052001.html,male,230,Pants,"{40,40,44}"
Loose Fit Waffled Sweatshirt,$ 39.99,"https://lp2.hm.com/hmgoepprod?set=source[/df/52/df520bcc2be4143abf97e0dd403c1535116d040f.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1209391001.html,male,231,Outerwear,"{30,30,30}"
DryMove™ Half-zip Sports Hoodie,$ 34.99,"https://lp2.hm.com/hmgoepprod?set=source[/db/42/db422e2e2c97b5b0cb31947d072361fea46313d9.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1210824002.html,male,232,Outerwear,"{34,34,35}"
Regular Fit Textured Shirt,$ 34.99,"https://lp2.hm.com/hmgoepprod?set=source[/c8/e2/c8e27b7b54c70562ad7e2ad5b4a7449c92f99f05.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1222525002.html,male,233,Top,"{45,38,51}"
Loose Fit Waffled Shorts,$ 29.99,"https://lp2.hm.com/hmgoepprod?set=source[/b8/3a/b83aba6382c6f17c43c538f994e0869ddfa15d08.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1221939002.html,male,234,Shorts,"{240,241,235}"
Bracelet,$ 12.99,"https://lp2.hm.com/hmgoepprod?set=source[/e4/10/e4104eade20cf7f65c9b70b65154485161bb764e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1221049001.html,male,235,Bracelet,"{233,231,226}"
DryMove™ Lightweight Running Shirt,$ 24.99,"https://lp2.hm.com/hmgoepprod?set=source[/a7/d8/a7d88202f9d1fd139aba1be322e7f57a8540f456.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1209707001.html,male,236,Top,"{39,38,44}"
Loose Fit Poplin Shirt,$ 29.99,"https://lp2.hm.com/hmgoepprod?set=source[/15/61/15615dfd0bb763b7384a777499717e278b1b5d6f.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1198332004.html,male,237,Top,"{214,225,243}"
Regular Fit Joggers,$ 39.99,"https://lp2.hm.com/hmgoepprod?set=source[/b1/eb/b1eb9b4452830d1f18c21ff15050998381f46849.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1209392002.html,male,238,Pants,"{229,222,202}"
Patterned Swim Shorts,$ 19.99,"https://lp2.hm.com/hmgoepprod?set=source[/16/25/1625cf96837e2f069eb87d6f9951dc30268f1c1b.jpg],origin[dam],category[men_swimwear_swimshorts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0944718079.html,male,239,Shorts,"{61,44,67}"
Derby Shoes,$ 67.99,"https://lp2.hm.com/hmgoepprod?set=source[/45/da/45dab781ce841b79bb7b49ba21a26d6eb84da535.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1215930001.html,male,240,Shoe,"{216,216,218}"
Loose Fit T-shirt,$ 24.99,"https://lp2.hm.com/hmgoepprod?set=source[/ee/80/ee805839cc08784305b633e208d63d235b1d9fef.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1221937003.html,male,241,Top,"{224,221,228}"
Regular Fit Linen-blend Shorts,$ 26.99,"https://lp2.hm.com/hmgoepprod?set=source[/05/90/0590740f59b33f65e896cb1b907941b9bab3b36e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1158225001.html,male,242,Shorts,"{219,221,210}"
Patterned Swim Shorts,$ 19.99,"https://lp2.hm.com/hmgoepprod?set=source[/05/cb/05cb6913db6a5f9e3e6e33cb2b6c2956a2331f48.jpg],origin[dam],category[men_swimwear_swimshorts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0944718078.html,male,243,Shorts,"{48,51,60}"
Regular Fit Linen-blend Shorts,$ 26.99,"https://lp2.hm.com/hmgoepprod?set=source[/2b/c0/2bc0e2dbf3c47a7bd2c63fcbe5d210dfb6d54cc2.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1158225002.html,male,244,Shorts,"{237,230,219}"
Regular Fit Linen-blend Shorts,$ 26.99,"https://lp2.hm.com/hmgoepprod?set=source[/0b/fa/0bfa961586021d8b44ad0a91d641172b7aa65988.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1158225003.html,male,245,Shorts,"{237,233,237}"
DryMove™ Running T-shirt,$ 17.99,"https://lp2.hm.com/hmgoepprod?set=source[/60/07/6007307223c39e16725c7501b101dd3db34cf89a.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1210809001.html,male,246,Top,"{67,62,61}"
DryMove™ Running T-shirt,$ 17.99,"https://lp2.hm.com/hmgoepprod?set=source[/15/17/15174ca3e9644f14d01c65b42fcc1b1c20603817.jpg],origin[dam],category[sportswear_men_activity_running_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1210809005.html,male,247,Top,"{242,242,242}"
Regular Fit Fleece-lined Vest,$ 49.99,"https://lp2.hm.com/hmgoepprod?set=source[/4c/fc/4cfcfa5dfecae3f3586145ad32acc59fb6a3d453.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1208301001.html,male,248,Outerwear,"{43,39,53}"
Slim Fit Cotton Polo Shirt,$ 19.99,"https://lp2.hm.com/hmgoepprod?set=source[/b7/df/b7df529832835e180956490d16ba2f125cea7d4c.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1130226013.html,male,249,Top,"{243,242,247}"
Twill Cargo Pants,$ 59.99,"https://lp2.hm.com/hmgoepprod?set=source[/28/ed/28eda359484dbd4019095a02829fb1f03ad4b791.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1223061001.html,female,250,Pants,"{191,191,189}"
Feather Soft Denim Shirt,$ 34.99,"https://lp2.hm.com/hmgoepprod?set=source[/80/18/80182d0e1cf8836d120918120a75b8b56faa6b62.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1204761001.html,female,251,Outerwear,"{101,123,149}"
Baggy Low Jeans,$ 39.99,"https://lp2.hm.com/hmgoepprod?set=source[/11/20/1120ec5f80be87ec881e4dadaa7daccdbf1c8a47.jpg],origin[dam],category[ladies_jeans_loose],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1113296026.html,female,252,Pants,"{176,193,202}"
Rib-knit Sweater with Asymmetric Hem,$ 26.99,"https://lp2.hm.com/hmgoepprod?set=source[/81/97/81972273c2db7e86a5177bbc3adef40127b784de.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1203075004.html,female,253,Top,"{202,191,175}"
Curvy Fit Wide Ultra High Jeans,$ 29.99,"https://lp2.hm.com/hmgoepprod?set=source[/1f/39/1f3905e17104dda26f606369e20a7b3b0b5d1436.jpg],origin[dam],category[ladies_divided_jeans_wide],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1084436013.html,female,254,Pants,"{138,160,181}"
Denim Maxi Skirt,$ 34.99,"https://lp2.hm.com/hmgoepprod?set=source[/8d/d0/8dd067836637a236c85f49be7414a3afbe20cf18.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1212062001.html,female,255,Skirt,"{187,202,210}"
Puffer Vest,$ 26.99,"https://lp2.hm.com/hmgoepprod?set=source[/af/8a/af8a9242b3dc375c70d03f875a99863f5938ca4c.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1215255002.html,female,256,Outerwear,"{222,218,207}"
Wide-leg Twill Pants,$ 26.99,"https://lp2.hm.com/hmgoepprod?set=source[/ef/86/ef863f19c258e0c510ead475fa7b9c98ece93d0a.jpg],origin[dam],category[ladies_trousers_highwaisted],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1107360030.html,female,257,Pants,"{211,206,194}"
Gathered Corset-style Top,$ 12.99,"https://lp2.hm.com/hmgoepprod?set=source[/2a/79/2a7944fbf307910366f36f439ae82f4d250839ed.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1202826005.html,female,258,Hat,"{156,157,153}"
Flared High Jeans,$ 26.99,"https://lp2.hm.com/hmgoepprod?set=source[/e8/5b/e85b56e58f95344d5136c1496ee45f8a8428f776.jpg],origin[dam],category[ladies_divided_jeans_wide],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1109636020.html,female,259,Pants,"{68,92,113}"
Short Textured-knit Cardigan,$ 37.99,"https://lp2.hm.com/hmgoepprod?set=source[/86/ae/86ae45b6f033fc5ce8e1be371c3eb79f90245fa8.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1214993003.html,female,260,Top,"{240,233,219}"
Structured-knit Cardigan,$ 35.99,"https://lp2.hm.com/hmgoepprod?set=source[/f5/1c/f51c67eda0026cfe65e0f5b4f3ab2b29c0c2ac7a.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1229075003.html,female,261,Top,"{218,4,22}"
Half-zip Sweater,$ 39.99,"https://lp2.hm.com/hmgoepprod?set=source[/0a/a5/0aa521943f01d62cfe703a337ee5db51c3b6ffc6.jpg],origin[dam],category[ladies_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1211006003.html,female,262,Outerwear,"{221,215,201}"
Double-breasted Trench Coat,$ 89.99,"https://lp2.hm.com/hmgoepprod?set=source[/56/49/56495f9862bf9375faf07ce60d237eb793c57023.jpg],origin[dam],category[ladies_jacketscoats_coats],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1202547003.html,female,263,Coat,"{128,112,97}"
Short Textured-knit Cardigan,$ 37.99,"https://lp2.hm.com/hmgoepprod?set=source[/5a/f6/5af65134dcc794ddb2783b5b92021f6390b3a354.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1214993001.html,female,264,Outerwear,"{23,23,23}"
Draped Jersey Dress,$ 37.99,"https://lp2.hm.com/hmgoepprod?set=source[/1c/6b/1c6bdd82cd3416109de53f521d34a402b3078966.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1222954001.html,female,265,Dress,"{28,24,27}"
Wool-blend Blazer,$ 259.00,"https://lp2.hm.com/hmgoepprod?set=source[/4d/bc/4dbc6961509f5e870d2cce32d88ec21d0a822e8b.jpg],origin[dam],category[ladies_premium_selection_jacketscoats],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1215671002.html,female,266,Outerwear,"{224,218,211}"
Baggy Low Jeans,$ 49.99,"https://lp2.hm.com/hmgoepprod?set=source[/94/c5/94c58e37476fca94c7e9c8701f4e2505211fcca0.jpg],origin[dam],category[ladies_divided_jeans_loose],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1207847006.html,female,267,Pants,"{232,228,218}"
Double-breasted Blazer,$ 62.99,"https://lp2.hm.com/hmgoepprod?set=source[/eb/9b/eb9b7cb6295a3bc2853eadb11789b8ec87abdaca.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1215796001.html,female,268,Outerwear,"{230,231,222}"
Knit Cardigan,$ 64.99,"https://lp2.hm.com/hmgoepprod?set=source[/61/45/61457e052311aab242de8531e95939932d71ebdd.jpg],origin[dam],category[ladies_cardigansjumpers_cardigans],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1191819009.html,female,269,Outerwear,"{234,233,228}"
